Linux 6.18.5-100.fc42.x86_64 (midu-thinkpadp16vgen1.rmtat.csb) 	01/23/2026 	_x86_64_	(16 CPU)

04:18:11 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
04:18:41 PM    3    2.00    0.00   16.00    0.00    1.00   79.00    0.00    0.00    0.00    2.00
04:18:41 PM    4    1.01    0.00   14.14    0.00    0.00   78.79    0.00    0.00    0.00    6.06
04:18:41 PM    5    2.00    0.00   16.00    0.00    1.00   77.00    0.00    0.00    0.00    4.00
04:18:41 PM    6    2.00    0.00   16.00    0.00    0.00   80.00    0.00    0.00    0.00    2.00
04:18:41 PM    7    2.02    0.00   15.15    0.00    0.00   81.82    0.00    0.00    0.00    1.01
04:18:41 PM    8    1.01    0.00   14.14    0.00    0.00   82.83    0.00    0.00    0.00    2.02
04:18:41 PM    9    0.99    0.00   14.85    0.00    0.00   81.19    0.00    0.00    0.00    2.97
04:18:41 PM   10   48.48    0.00   15.15    0.00    0.00   34.34    0.00    0.00    0.00    2.02
04:18:41 PM   11    4.00    0.00   15.00    0.00    1.00   75.00    0.00    0.00    0.00    5.00
04:18:41 PM   12    3.00    0.00   15.00    0.00    1.00   80.00    0.00    0.00    0.00    1.00
04:18:41 PM   13    6.00    0.00   14.00    0.00    1.00   78.00    0.00    0.00    0.00    1.00
04:18:41 PM   14   24.75    0.00   12.87    0.00    0.99   58.42    0.00    0.00    0.00    2.97
04:18:41 PM   15    2.02    0.00   14.14    0.00    0.00   79.80    0.00    0.00    0.00    4.04

Average:     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
Average:     all    9.17    0.19   14.63    0.01    0.51   72.23    0.00    0.00    0.00    3.26
Average:       0    4.89    0.17   14.85    0.00    0.57   75.83    0.00    0.00    0.00    3.70
Average:       1    4.90    0.03   15.31    0.00    0.47   75.48    0.00    0.00    0.00    3.80
Average:       2    6.43    0.30   14.96    0.03    0.50   74.12    0.00    0.00    0.00    3.66
Average:       3    7.53    0.13   14.95    0.03    0.57   73.09    0.00    0.00    0.00    3.70
Average:       4    7.19    0.03   14.82    0.00    0.50   74.36    0.00    0.00    0.00    3.10
Average:       5    8.33    0.03   14.49    0.00    0.47   73.43    0.00    0.00    0.00    3.26
Average:       6   15.99    0.13   14.30    0.00    0.50   66.31    0.00    0.00    0.00    2.77
Average:       7   15.12    0.17   13.85    0.03    0.50   67.40    0.00    0.00    0.00    2.93
Average:       8    5.26    0.10   15.52    0.00    0.47   75.82    0.00    0.00    0.00    2.83
Average:       9    8.09    0.10   14.68    0.00    0.43   73.54    0.00    0.00    0.00    3.16
Average:      10   11.04    0.33   14.57    0.00    0.50   70.29    0.00    0.00    0.00    3.27
Average:      11   11.83    0.17   14.89    0.00    0.50   69.22    0.00    0.00    0.00    3.40
Average:      12   11.13    0.40   14.33    0.00    0.50   70.83    0.00    0.00    0.00    2.80
Average:      13    6.72    0.53   14.35    0.00    0.50   74.43    0.00    0.00    0.00    3.46
Average:      14    8.96    0.10   14.42    0.00    0.50   72.76    0.00    0.00    0.00    3.26
Average:      15   13.35    0.30   13.82    0.00    0.63   68.76    0.00    0.00    0.00    3.13
